 Variables= "X" , "Y" , "U" , "V", "P"
 Zone F=Point, I=          80 ,J=           80
   6.25000009E-03   6.25000009E-03  -1.65578895E-05   0.00000000      0.163312361    
   1.87500007E-02   6.25000009E-03   3.21962361E-05  -5.63831563E-05  0.163346052    
   3.12500000E-02   6.25000009E-03   2.54049810E-04  -2.29530648E-04  0.163388595    
   4.37499993E-02   6.25000009E-03   6.38033147E-04  -3.91596463E-04  0.163419917    
   5.62500022E-02   6.25000009E-03   1.13567524E-03  -5.05169155E-04  0.163427100    
   6.87500015E-02   6.25000009E-03   1.69037608E-03  -5.62169706E-04  0.163402990    
   8.12500045E-02   6.25000009E-03   2.24830583E-03  -5.65382652E-04  0.163345143    
   9.37500000E-02   6.25000009E-03   2.76379683E-03  -5.22975111E-04  0.163254797    
  0.106250003       6.25000009E-03   3.20256362E-03  -4.46323131E-04  0.163136020    
  0.118749999       6.25000009E-03   3.54338763E-03  -3.48464207E-04  0.162994564    
  0.131250009       6.25000009E-03   3.77832470E-03  -2.42668873E-04  0.162836835    
  0.143749997       6.25000009E-03   3.91161535E-03  -1.41078010E-04  0.162668809    
  0.156250000       6.25000009E-03   3.95707088E-03  -5.31886326E-05  0.162495002    
  0.168750003       6.25000009E-03   3.92912235E-03   2.02401061E-05  0.162316769    
  0.181250006       6.25000009E-03   3.83648137E-03   8.48354248E-05  0.162133858    
  0.193750009       6.25000009E-03   3.68467765E-03   1.43900470E-04  0.161945865    
  0.206249997       6.25000009E-03   3.47786490E-03   1.98837428E-04  0.161752135    
  0.218750000       6.25000009E-03   3.21867433E-03   2.51152116E-04  0.161551818    
  0.231250003       6.25000009E-03   2.90771574E-03   3.02865752E-04  0.161344007    
  0.243750006       6.25000009E-03   2.54331017E-03   3.56276520E-04  0.161127910    
  0.256249994       6.25000009E-03   2.12167809E-03   4.13469010E-04  0.160903126    
  0.268750012       6.25000009E-03   1.63780875E-03   4.75691631E-04  0.160669982    
  0.281250000       6.25000009E-03   1.08711561E-03   5.42567926E-04  0.160429731    
  0.293750018       6.25000009E-03   4.67435166E-04   6.11656928E-04  0.160184741    
  0.306250006       6.25000009E-03  -2.19031863E-04   6.78505283E-04  0.159938693    
  0.318749994       6.25000009E-03  -9.65267885E-04   7.38151954E-04  0.159695819    
  0.331250012       6.25000009E-03  -1.76094437E-03   7.87317986E-04  0.159460932    
  0.343750000       6.25000009E-03  -2.59387423E-03   8.24276591E-04  0.159238756    
  0.356250018       6.25000009E-03  -3.45074711E-03   8.47939518E-04  0.159033790    
  0.368750006       6.25000009E-03  -4.31775395E-03   8.57801992E-04  0.158850178    
  0.381249994       6.25000009E-03  -5.18116029E-03   8.53955280E-04  0.158691600    
  0.393750012       6.25000009E-03  -6.02784753E-03   8.37041298E-04  0.158561036    
  0.406250000       6.25000009E-03  -6.84582023E-03   8.08202196E-04  0.158460751    
  0.418750018       6.25000009E-03  -7.62466248E-03   7.69007311E-04  0.158392161    
  0.431250006       6.25000009E-03  -8.35587084E-03   7.21375807E-04  0.158355951    
  0.443749994       6.25000009E-03  -9.03310161E-03   6.67476328E-04  0.158351988    
  0.456250012       6.25000009E-03  -9.65233706E-03   6.09588809E-04  0.158379495    
  0.468750000       6.25000009E-03  -1.02118533E-02   5.50016062E-04  0.158437207    
  0.481250018       6.25000009E-03  -1.07121104E-02   4.90934413E-04  0.158523440    
  0.493750006       6.25000009E-03  -1.11555196E-02   4.34249116E-04  0.158636361    
  0.506250024       6.25000009E-03  -1.15460176E-02   3.81497084E-04  0.158774167    
  0.518750012       6.25000009E-03  -1.18885748E-02   3.33721691E-04  0.158935174    
  0.531250000       6.25000009E-03  -1.21886339E-02   2.91365228E-04  0.159118012    
  0.543749988       6.25000009E-03  -1.24514233E-02   2.54231127E-04  0.159321740    
  0.556250036       6.25000009E-03  -1.26812896E-02   2.21444483E-04  0.159545824    
  0.568750024       6.25000009E-03  -1.28810275E-02   1.91449843E-04  0.159790158    
  0.581250012       6.25000009E-03  -1.30513012E-02   1.62157259E-04  0.160054967    
  0.593750000       6.25000009E-03  -1.31904194E-02   1.31202658E-04  0.160340592    
  0.606249988       6.25000009E-03  -1.32940430E-02   9.60290781E-05  0.160647497    
  0.618750036       6.25000009E-03  -1.33541888E-02   5.23405834E-05  0.160976112    
  0.631250024       6.25000009E-03  -1.33566717E-02  -5.64072798E-06  0.161326468    
  0.643750012       6.25000009E-03  -1.32846888E-02  -7.97958637E-05  0.161697254    
  0.656250000       6.25000009E-03  -1.31251132E-02  -1.66959479E-04  0.162085146    
  0.668749988       6.25000009E-03  -1.28690358E-02  -2.62980582E-04  0.162485465    
  0.681250036       6.25000009E-03  -1.25112273E-02  -3.64222127E-04  0.162892580    
  0.693750024       6.25000009E-03  -1.20498333E-02  -4.67339298E-04  0.163300127    
  0.706250012       6.25000009E-03  -1.14863068E-02  -5.69049153E-04  0.163701266    
  0.718750000       6.25000009E-03  -1.08254422E-02  -6.66046632E-04  0.164088964    
  0.731249988       6.25000009E-03  -1.00753782E-02  -7.55017332E-04  0.164456278    
  0.743750036       6.25000009E-03  -9.24752653E-03  -8.32703779E-04  0.164796665    
  0.756250024       6.25000009E-03  -8.35638400E-03  -8.96012469E-04  0.165104315    
  0.768750012       6.25000009E-03  -7.41924252E-03  -9.42155719E-04  0.165374368    
  0.781250000       6.25000009E-03  -6.45572599E-03  -9.68782871E-04  0.165603295    
  0.793749988       6.25000009E-03  -5.48717286E-03  -9.74143622E-04  0.165789008    
  0.806250036       6.25000009E-03  -4.53586318E-03  -9.57270095E-04  0.165931046    
  0.818750024       6.25000009E-03  -3.62408278E-03  -9.18126490E-04  0.166030601    
  0.831250012       6.25000009E-03  -2.77306512E-03  -8.57727951E-04  0.166090474    
  0.843750000       6.25000009E-03  -2.00188253E-03  -7.78219663E-04  0.166114897    
  0.856249988       6.25000009E-03  -1.32633280E-03  -6.82855491E-04  0.166109279    
  0.868750036       6.25000009E-03  -7.57991686E-04  -5.75852348E-04  0.166079849    
  0.881250024       6.25000009E-03  -3.03511741E-04  -4.62127908E-04  0.166033268    
  0.893750012       6.25000009E-03   3.56920609E-05  -3.46913701E-04  0.165976182    
  0.906250000       6.25000009E-03   2.63403141E-04  -2.35430140E-04  0.165914923    
  0.918749988       6.25000009E-03   3.88475339E-04  -1.32799585E-04  0.165855095    
  0.931250036       6.25000009E-03   4.24297672E-04  -4.35630718E-05  0.165801466    
  0.943750024       6.25000009E-03   3.88092303E-04   2.84672478E-05  0.165757820    
  0.956250012       6.25000009E-03   3.00730462E-04   7.96146051E-05  0.165726885    
  0.968750000       6.25000009E-03   1.87613841E-04   1.05365703E-04  0.165710241    
  0.981249988       6.25000009E-03   8.01990755E-05   9.96688104E-05  0.165707618    
  0.993750036       6.25000009E-03   1.61363514E-05   5.82503380E-05  0.165715739    
   6.25000009E-03   1.87500007E-02   5.97631806E-05   0.00000000      0.163285822    
   1.87500007E-02   1.87500007E-02   3.59735190E-04  -3.64138250E-04  0.163319305    
   3.12500000E-02   1.87500007E-02   1.01810379E-03  -8.95440462E-04  0.163352355    
   4.37499993E-02   1.87500007E-02   1.99392531E-03  -1.37447158E-03  0.163373530    
   5.62500022E-02   1.87500007E-02   3.19354353E-03  -1.71129184E-03  0.163373768    
   6.87500015E-02   1.87500007E-02   4.50266525E-03  -1.87736447E-03  0.163347244    
   8.12500045E-02   1.87500007E-02   5.80761209E-03  -1.87622965E-03  0.163291499    
   9.37500000E-02   1.87500007E-02   7.00898468E-03  -1.73042167E-03  0.163207099    
  0.106250003       1.87500007E-02   8.03004391E-03  -1.47397083E-03  0.163097113    
  0.118749999       1.87500007E-02   8.82089231E-03  -1.14664540E-03  0.162966222    
  0.131250009       1.87500007E-02   9.35901329E-03  -7.88969337E-04  0.162819788    
